,comunidad,year,precio
851,galicia,2004,967.0
852,galicia,2004,1002.0
853,galicia,2004,1041.0
854,galicia,2004,1079.0
855,galicia,2005,1109.0
856,galicia,2005,1140.0
857,galicia,2005,1173.0
858,galicia,2005,1204.0
859,galicia,2006,1234.0
860,galicia,2006,1277.0
861,galicia,2006,1304.0
862,galicia,2006,1343.0
863,galicia,2007,1379.0
864,galicia,2007,1422.0
865,galicia,2007,1452.0
866,galicia,2007,1489.0
867,galicia,2008,1504.0
868,galicia,2008,1496.0
869,galicia,2008,1496.0
870,galicia,2008,1485.0
871,galicia,2009,1480.0
872,galicia,2009,1472.0
873,galicia,2009,1434.0
874,galicia,2009,1433.0
875,galicia,2010,1413.0
876,galicia,2010,1404.0
877,galicia,2010,1401.0
878,galicia,2010,1404.0
879,galicia,2011,1395.0
880,galicia,2011,1377.0
881,galicia,2011,1389.0
882,galicia,2011,1367.0
883,galicia,2012,1344.0
884,galicia,2012,1301.0
885,galicia,2012,1268.0
886,galicia,2012,1241.0
887,galicia,2013,1212.0
888,galicia,2013,1188.0
889,galicia,2013,1180.0
890,galicia,2013,1155.0
891,galicia,2014,1123.0
892,galicia,2014,1105.0
893,galicia,2014,1107.0
894,galicia,2014,1106.0
895,galicia,2015,1092.0
896,galicia,2015,1113.0
897,galicia,2015,1088.0
898,galicia,2015,1082.0
899,galicia,2016,1064.0
900,galicia,2016,1073.0
901,galicia,2016,1059.0
902,galicia,2016,1071.0
903,galicia,2017,1062.0
904,galicia,2017,1063.0
905,galicia,2017,1062.0
906,galicia,2017,1084.0
907,galicia,2018,1077.0
908,galicia,2018,1084.0
909,galicia,2018,1079.0
910,galicia,2018,1079.0
911,galicia,2019,1069.0
912,galicia,2019,1079.0
913,galicia,2019,1076.0
914,galicia,2019,1073.0
915,galicia,2020,1064.0
916,galicia,2020,1062.0
917,galicia,2020,1069.0
918,galicia,2020,1079.0
919,galicia,2021,1090.0
920,galicia,2021,1100.0
921,galicia,2021,1109.0
922,galicia,2021,1120.0
923,galicia,2022,1135.0
924,islas-baleares,2003,1485.0
925,islas-baleares,2003,1529.0
926,islas-baleares,2003,1583.0
927,islas-baleares,2003,1625.0
928,islas-baleares,2004,1679.0
929,islas-baleares,2004,1738.0
930,islas-baleares,2004,1805.0
931,islas-baleares,2004,1862.0
932,islas-baleares,2005,1926.0
933,islas-baleares,2005,2001.0
934,islas-baleares,2005,2073.0
935,islas-baleares,2005,2139.0
936,islas-baleares,2006,2202.0
937,islas-baleares,2006,2265.0
938,islas-baleares,2006,2333.0
939,islas-baleares,2006,2402.0
940,islas-baleares,2007,2480.0
941,islas-baleares,2007,2553.0
942,islas-baleares,2007,2625.0
943,islas-baleares,2007,2678.0
944,islas-baleares,2008,2711.0
945,islas-baleares,2008,2729.0
946,islas-baleares,2008,2734.0
947,islas-baleares,2008,2700.0
948,islas-baleares,2009,2651.0
949,islas-baleares,2009,2609.0
950,islas-baleares,2009,2564.0
951,islas-baleares,2009,2512.0
952,islas-baleares,2010,2461.0
953,islas-baleares,2010,2457.0
954,islas-baleares,2010,2420.0
955,islas-baleares,2010,2395.0
956,islas-baleares,2011,2369.0
957,islas-baleares,2011,2357.0
958,islas-baleares,2011,2348.0
959,islas-baleares,2011,2311.0
960,islas-baleares,2012,2261.0
961,islas-baleares,2012,2206.0
962,islas-baleares,2012,2119.0
963,islas-baleares,2012,2117.0
964,islas-baleares,2013,2049.0
965,islas-baleares,2013,2013.0
966,islas-baleares,2013,1986.0
967,islas-baleares,2013,1965.0
968,islas-baleares,2014,1931.0
969,islas-baleares,2014,1938.0
970,islas-baleares,2014,1935.0
971,islas-baleares,2014,1939.0
972,islas-baleares,2015,1946.0
973,islas-baleares,2015,1953.0
974,islas-baleares,2015,1930.0
975,islas-baleares,2015,1969.0
976,islas-baleares,2016,1999.0
977,islas-baleares,2016,1995.0
978,islas-baleares,2016,1989.0
979,islas-baleares,2016,1958.0
980,islas-baleares,2017,1970.0
981,islas-baleares,2017,2003.0
982,islas-baleares,2017,2022.0
983,islas-baleares,2017,2045.0
984,islas-baleares,2018,2091.0
985,islas-baleares,2018,2101.0
986,islas-baleares,2018,2172.0
987,islas-baleares,2018,2197.0
988,islas-baleares,2019,2229.0
989,islas-baleares,2019,2250.0
990,islas-baleares,2019,2276.0
991,islas-baleares,2019,2309.0
992,islas-baleares,2020,2348.0
993,islas-baleares,2020,2321.0
994,islas-baleares,2020,2339.0
995,islas-baleares,2020,2364.0
996,islas-baleares,2021,2375.0
997,islas-baleares,2021,2427.0
998,islas-baleares,2021,2474.0
999,islas-baleares,2021,2546.0
1000,islas-baleares,2022,2569.0
1001,la-rioja,2003,914.0
1002,la-rioja,2003,937.0
1003,la-rioja,2003,972.0
1004,la-rioja,2003,1012.0
1005,la-rioja,2004,1049.0
1006,la-rioja,2004,1086.0
1007,la-rioja,2004,1121.0
1008,la-rioja,2004,1161.0
1009,la-rioja,2005,1189.0
1010,la-rioja,2005,1219.0
1011,la-rioja,2005,1267.0
1012,la-rioja,2005,1325.0
1013,la-rioja,2006,1369.0
1014,la-rioja,2006,1418.0
1015,la-rioja,2006,1469.0
1016,la-rioja,2006,1510.0
1017,la-rioja,2007,1545.0
1018,la-rioja,2007,1595.0
1019,la-rioja,2007,1617.0
1020,la-rioja,2007,1629.0
1021,la-rioja,2008,1652.0
1022,la-rioja,2008,1659.0
1023,la-rioja,2008,1669.0
1024,la-rioja,2008,1670.0
1025,la-rioja,2009,1672.0
1026,la-rioja,2009,1649.0
1027,la-rioja,2009,1648.0
1028,la-rioja,2009,1660.0
1029,la-rioja,2010,1615.0
1030,la-rioja,2010,1572.0
1031,la-rioja,2010,1560.0
1032,la-rioja,2010,1526.0
1033,la-rioja,2011,1487.0
1034,la-rioja,2011,1463.0
1035,la-rioja,2011,1440.0
1036,la-rioja,2011,1407.0
1037,la-rioja,2012,1391.0
1038,la-rioja,2012,1385.0
1039,la-rioja,2012,1350.0
1040,la-rioja,2012,1323.0
1041,la-rioja,2013,1283.0
1042,la-rioja,2013,1240.0
1043,la-rioja,2013,1202.0
1044,la-rioja,2013,1158.0
1045,la-rioja,2014,1133.0
1046,la-rioja,2014,1105.0
1047,la-rioja,2014,1088.0
1048,la-rioja,2014,1054.0
1049,la-rioja,2015,1015.0
1050,la-rioja,2015,990.0
1051,la-rioja,2015,961.0
1052,la-rioja,2015,948.0
1053,la-rioja,2016,938.0
1054,la-rioja,2016,924.0
1055,la-rioja,2016,899.0
1056,la-rioja,2016,890.0
1057,la-rioja,2017,899.0
1058,la-rioja,2017,904.0
1059,la-rioja,2017,894.0
1060,la-rioja,2017,915.0
1061,la-rioja,2018,916.0
1062,la-rioja,2018,921.0
1063,la-rioja,2018,926.0
1064,la-rioja,2018,932.0
1065,la-rioja,2019,937.0
1066,la-rioja,2019,947.0
1067,la-rioja,2019,949.0
1068,la-rioja,2019,963.0
1069,la-rioja,2020,963.0
1070,la-rioja,2020,975.0
1071,la-rioja,2020,980.0
1072,la-rioja,2020,976.0
1073,la-rioja,2021,979.0
1074,la-rioja,2021,987.0
1075,la-rioja,2021,993.0
1076,la-rioja,2021,1002.0
1077,la-rioja,2022,1019.0
1078,melilla,2003,955.0
1079,melilla,2003,974.0
1080,melilla,2003,1001.0
1081,melilla,2003,1005.0
1082,melilla,2004,1005.0
1083,melilla,2004,1005.0
1084,melilla,2004,1019.0
1085,melilla,2004,1020.0
1086,melilla,2005,1048.0
1087,melilla,2005,1073.0
1088,melilla,2005,1120.0
1089,melilla,2005,1138.0
1090,melilla,2006,1159.0
1091,melilla,2006,1260.0
1092,melilla,2006,1320.0
1093,melilla,2006,1395.0
1094,melilla,2007,1459.0
1095,melilla,2007,1524.0
1096,melilla,2007,1566.0
1097,melilla,2007,1617.0
1098,melilla,2008,1677.0
1099,melilla,2008,1715.0
1100,melilla,2008,1736.0
1101,melilla,2008,1777.0
1102,melilla,2009,1793.0
1103,melilla,2009,1792.0
1104,melilla,2009,1803.0
1105,melilla,2009,1814.0
1106,melilla,2010,1815.0
1107,melilla,2010,1827.0
1108,melilla,2010,1826.0
1109,melilla,2010,1828.0
1110,melilla,2011,1807.0
1111,melilla,2011,1823.0
1112,melilla,2011,1832.0
1113,melilla,2011,1838.0
1114,melilla,2012,1802.0
1115,melilla,2012,1812.0
1116,melilla,2012,1802.0
1117,melilla,2012,1774.0
1118,melilla,2013,1752.0
1119,melilla,2013,1749.0
1120,melilla,2013,1726.0
1121,melilla,2013,1677.0
1122,melilla,2014,1656.0
1123,melilla,2014,1648.0
1124,melilla,2014,1640.0
1125,melilla,2014,1646.0
1126,melilla,2015,1654.0
1127,melilla,2015,1606.0
1128,melilla,2015,1602.0
1129,melilla,2015,1580.0
1130,melilla,2016,1588.0
1131,melilla,2016,1605.0
1132,melilla,2016,1591.0
1133,melilla,2016,1590.0
1134,melilla,2017,1593.0
1135,melilla,2017,1609.0
1136,melilla,2017,1624.0
1137,melilla,2017,1637.0
1138,melilla,2018,1642.0
1139,melilla,2018,1614.0
1140,melilla,2018,1660.0
1141,melilla,2018,1671.0
1142,melilla,2019,1706.0
1143,melilla,2019,1683.0
1144,melilla,2019,1687.0
1145,melilla,2019,1685.0
1146,melilla,2020,1687.0
1147,melilla,2020,1693.0
1148,melilla,2020,1681.0
1149,melilla,2020,1680.0
1150,melilla,2021,1667.0
1151,melilla,2021,1681.0
1152,melilla,2021,1712.0
1153,melilla,2021,1725.0
1154,melilla,2022,1709.0
1155,pais-vasco,2003,1807.0
1156,pais-vasco,2003,1855.0
1157,pais-vasco,2003,1898.0
1158,pais-vasco,2003,1940.0
1159,pais-vasco,2004,2004.0
1160,pais-vasco,2004,2061.0
1161,pais-vasco,2004,2117.0
1162,pais-vasco,2004,2184.0
1163,pais-vasco,2005,2242.0
1164,pais-vasco,2005,2306.0
1165,pais-vasco,2005,2364.0
1166,pais-vasco,2005,2436.0
1167,pais-vasco,2006,2532.0
1168,pais-vasco,2006,2630.0
1169,pais-vasco,2006,2719.0
1170,pais-vasco,2006,2817.0
1171,pais-vasco,2007,2894.0
1172,pais-vasco,2007,2969.0
1185,pais-vasco,2010,2982.0
1186,pais-vasco,2010,2951.0
1187,pais-vasco,2011,2941.0
1188,pais-vasco,2011,2923.0
1189,pais-vasco,2011,2912.0
1190,pais-vasco,2011,2892.0
1191,pais-vasco,2012,2874.0
1192,pais-vasco,2012,2793.0
1193,pais-vasco,2012,2732.0
1194,pais-vasco,2012,2668.0
1195,pais-vasco,2013,2591.0
1196,pais-vasco,2013,2532.0
1197,pais-vasco,2013,2481.0
1198,pais-vasco,2013,2433.0
1199,pais-vasco,2014,2379.0
1200,pais-vasco,2014,2366.0
1201,pais-vasco,2014,2323.0
1202,pais-vasco,2014,2260.0
1203,pais-vasco,2015,2216.0
1204,pais-vasco,2015,2167.0
1205,pais-vasco,2015,2120.0
1206,pais-vasco,2015,2085.0
1207,pais-vasco,2016,2048.0
1208,pais-vasco,2016,2054.0
1209,pais-vasco,2016,2046.0
1210,pais-vasco,2016,2020.0
1211,pais-vasco,2017,2006.0
1212,pais-vasco,2017,1997.0
1213,pais-vasco,2017,1999.0
1214,pais-vasco,2017,1999.0
1215,pais-vasco,2018,1986.0
1216,pais-vasco,2018,1980.0
1217,pais-vasco,2018,1972.0
1218,pais-vasco,2018,2048.0
1219,pais-vasco,2019,2054.0
1220,pais-vasco,2019,2068.0
1221,pais-vasco,2019,2077.0
1222,pais-vasco,2019,2102.0
1223,pais-vasco,2020,2112.0
1224,pais-vasco,2020,2108.0
1225,pais-vasco,2020,2140.0
1226,pais-vasco,2020,2136.0
1227,pais-vasco,2021,2151.0
1228,pais-vasco,2021,2196.0
1229,pais-vasco,2021,2201.0
1230,pais-vasco,2021,2227.0
1231,pais-vasco,2022,2246.0
1232,principado-asturias,2003,1108.0
1233,principado-asturias,2003,1130.0
1234,principado-asturias,2003,1167.0
1235,principado-asturias,2003,1192.0
1236,principado-asturias,2004,1224.0
1237,principado-asturias,2004,1257.0
1238,principado-asturias,2004,1274.0
1239,principado-asturias,2004,1294.0
1240,principado-asturias,2005,1330.0
1241,principado-asturias,2005,1369.0
1242,principado-asturias,2005,1403.0
1243,principado-asturias,2005,1462.0
1244,principado-asturias,2006,1504.0
1245,principado-asturias,2006,1532.0
1246,principado-asturias,2006,1583.0
1247,principado-asturias,2006,1612.0
1248,principado-asturias,2007,1634.0
1249,principado-asturias,2007,1660.0
1250,principado-asturias,2007,1690.0
1251,principado-asturias,2007,1729.0
1252,principado-asturias,2008,1734.0
1253,principado-asturias,2008,1736.0
1254,principado-asturias,2008,1755.0
1255,principado-asturias,2008,1758.0
1256,principado-asturias,2009,1749.0
1257,principado-asturias,2009,1738.0
1258,principado-asturias,2009,1636.0
1259,principado-asturias,2009,1585.0
1260,principado-asturias,2010,1590.0
1261,principado-asturias,2010,1590.0
1262,principado-asturias,2010,1598.0
1263,principado-asturias,2010,1621.0
1264,principado-asturias,2011,1589.0
1265,principado-asturias,2011,1574.0
1266,principado-asturias,2011,1562.0
1267,principado-asturias,2011,1581.0
1268,principado-asturias,2012,1580.0
1269,principado-asturias,2012,1554.0
1270,principado-asturias,2012,1540.0
1271,principado-asturias,2012,1525.0
1272,principado-asturias,2013,1479.0
1273,principado-asturias,2013,1444.0
1274,principado-asturias,2013,1435.0
1275,principado-asturias,2013,1407.0
1276,principado-asturias,2014,1372.0
1277,principado-asturias,2014,1348.0
1278,principado-asturias,2014,1327.0
1279,principado-asturias,2014,1301.0
1280,principado-asturias,2015,1271.0
1281,principado-asturias,2015,1263.0
1282,principado-asturias,2015,1240.0
1283,principado-asturias,2015,1239.0
1284,principado-asturias,2016,1226.0
1285,principado-asturias,2016,1206.0
1286,principado-asturias,2016,1209.0
1287,principado-asturias,2016,1195.0
1288,principado-asturias,2017,1191.0
1289,principado-asturias,2017,1182.0
1290,principado-asturias,2017,1177.0
1291,principado-asturias,2017,1176.0
1292,principado-asturias,2018,1200.0
1293,principado-asturias,2018,1213.0
1294,principado-asturias,2018,1223.0
1295,principado-asturias,2018,1236.0
1296,principado-asturias,2019,1241.0
1297,principado-asturias,2019,1230.0
1298,principado-asturias,2019,1226.0
1299,principado-asturias,2019,1247.0
1300,principado-asturias,2020,1238.0
1301,principado-asturias,2020,1259.0
1302,principado-asturias,2020,1266.0
1303,principado-asturias,2020,1268.0
1304,principado-asturias,2021,1284.0
1305,principado-asturias,2021,1299.0
1306,principado-asturias,2021,1286.0
1307,principado-asturias,2021,1277.0
1308,principado-asturias,2022,1345.0
1309,region-murcia,2003,888.0
1310,region-murcia,2003,947.0
1311,region-murcia,2003,1002.0
1312,region-murcia,2003,1042.0
1313,region-murcia,2004,1092.0
1314,region-murcia,2004,1150.0
1315,region-murcia,2004,1201.0
1316,region-murcia,2004,1258.0
1317,region-murcia,2005,1301.0
1318,region-murcia,2005,1368.0
1319,region-murcia,2005,1427.0
1320,region-murcia,2005,1472.0
1321,region-murcia,2006,1512.0
1322,region-murcia,2006,1555.0
1323,region-murcia,2006,1607.0
1324,region-murcia,2006,1645.0
1325,region-murcia,2007,1678.0
1326,region-murcia,2007,1707.0
1327,region-murcia,2007,1724.0
1328,region-murcia,2007,1730.0
1329,region-murcia,2008,1741.0
1330,region-murcia,2008,1743.0
1331,region-murcia,2008,1727.0
1332,region-murcia,2008,1711.0
1333,region-murcia,2009,1663.0
1334,region-murcia,2009,1619.0
1335,region-murcia,2009,1640.0
1336,region-murcia,2009,1614.0
1337,region-murcia,2010,1607.0
1338,region-murcia,2010,1571.0
1339,region-murcia,2010,1528.0
1340,region-murcia,2010,1500.0
1341,region-murcia,2011,1489.0
1342,region-murcia,2011,1466.0
1343,region-murcia,2011,1444.0
1344,region-murcia,2011,1406.0
1345,region-murcia,2012,1375.0
1346,region-murcia,2012,1338.0
1347,region-murcia,2012,1304.0
1348,region-murcia,2012,1264.0
1349,region-murcia,2013,1227.0
1350,region-murcia,2013,1180.0
1351,region-murcia,2013,1149.0
1352,region-murcia,2013,1127.0
1353,region-murcia,2014,1095.0
1354,region-murcia,2014,1086.0
1355,region-murcia,2014,1101.0
1356,region-murcia,2014,1080.0
1357,region-murcia,2015,1086.0
1358,region-murcia,2015,1067.0
1359,region-murcia,2015,1049.0
1360,region-murcia,2015,1045.0
1361,region-murcia,2016,1025.0
1362,region-murcia,2016,1010.0
1363,region-murcia,2016,994.0
1364,region-murcia,2016,987.0
1365,region-murcia,2017,976.0
1366,region-murcia,2017,971.0
1367,region-murcia,2017,973.0
1368,region-murcia,2017,980.0
1369,region-murcia,2018,987.0
1370,region-murcia,2018,986.0
1371,region-murcia,2018,991.0
1372,region-murcia,2018,984.0
1373,region-murcia,2019,991.0
1374,region-murcia,2019,997.0
1375,region-murcia,2019,1015.0
1376,region-murcia,2019,1014.0
1377,region-murcia,2020,1019.0
1378,region-murcia,2020,1015.0
1379,region-murcia,2020,1008.0
1380,region-murcia,2020,1014.0
1381,region-murcia,2021,1024.0
1382,region-murcia,2021,1027.0
1383,region-murcia,2021,1029.0
1384,region-murcia,2021,1043.0
1385,region-murcia,2022,1050.0
